shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5447afc0-6b5d-4291-bc1a-e51cf8e418e4,44.3827364602891,-79.70486031539,108,13243.33
5447afc0-6b5d-4291-bc1a-e51cf8e418e4,44.336527844436,-79.6805858136048,18,763.91
c244e423-dfe4-4d0b-857a-3a15342eb75b,44.3501101046866,-79.701121431656,198,16392.8
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.387588,-79.690372,80,8323.27
7c643bdc-a36e-4feb-be5b-28168758ceaf,44.4114732586369,-79.6888015517771,53,2467.25
8668f823-571f-4aec-b96a-a1afe5590646,44.3738744026926,-79.6889922871906,74,5820.34
f6f2521e-ca13-4e6f-b79a-a4c1af02136b,44.346517,-79.704667,183,13826.9
afbfa417-e291-4d8c-b786-9bde91c721a0,44.3681091,-79.69473858,130,18540.12
84d8f74b-d338-4a1b-9b52-2b613f325001,44.4140883392635,-79.6686306178638,12,248
f6f2521e-ca13-4e6f-b79a-a4c1af02136b,44.3952028845258,-79.6634158779188,80,5418.77
db3414d7-3d13-4595-8456-beb9157f3f7a,44.4073044512153,-79.6848232302852,39,5957.13
5f078fa5-240f-4aec-891c-957dc258acef,44.4129432227683,-79.6776440156957,42,2924.07
e9cf3849-6fce-420e-9e51-84506526dd07,44.3355419791344,-79.6849049289759,8,993.51
0b207682-7778-4958-a780-fdcbc9e02ba7,44.3870640062309,-79.6941356509596,11,455.15
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.3495066673329,-79.6286562412802,6,389.74
7c643bdc-a36e-4feb-be5b-28168758ceaf,44.4110837485264,-79.6999484236257,64,3624.32
84d8f74b-d338-4a1b-9b52-2b613f325001,44.3741499284384,-79.6899607510908,148,11183.16
f6f2521e-ca13-4e6f-b79a-a4c1af02136b,44.3471457828718,-79.6696467722292,290,24578.83
d6c3ef6a-9b88-4156-b683-2b209ceb83b1,44.397121923638,-79.6566895550794,52,4622.81
2540d374-8e20-4296-a37c-9a127daa37bb,44.3742436075697,-79.6889055607085,87,15530.27
e0f4e937-0dcd-420c-8c21-5559d555a388,44.39039984,-79.69250726,137,18407.78
2540d374-8e20-4296-a37c-9a127daa37bb,44.387753,-79.690237,114,17689.95
abee7511-621c-42c0-a026-1b7bf0fffd78,44.3964425859715,-79.6963538048478,24,2466.88
7bcda362-898c-4118-9056-698444ba7e5d,44.4152045912762,-79.6630185690743,96,8953.56
c244e423-dfe4-4d0b-857a-3a15342eb75b,44.3914077016364,-79.6769393287997,294,23004.6
98ed568c-5eba-46aa-a22d-f8bc07b6f0c4,44.4062655673896,-79.7186205709854,118,10439.34
4f73e307-25ce-435e-a612-8e77f60478ed,44.40499142,-79.70684254,46,5358.78
3663e74c-e6a9-4f15-94c5-a7c75caa0d7a,44.4109476138883,-79.7090969266394,6,485.62
c244e423-dfe4-4d0b-857a-3a15342eb75b,44.3486141498361,-79.6638436621981,43,4282.39
8668f823-571f-4aec-b96a-a1afe5590646,44.3343798675882,-79.6889359958222,180,19927.97
7c643bdc-a36e-4feb-be5b-28168758ceaf,44.40489571,-79.70689529,101,5604.52
db3414d7-3d13-4595-8456-beb9157f3f7a,44.4136246322019,-79.6690307294244,59,7650.29
f6f2521e-ca13-4e6f-b79a-a4c1af02136b,44.4152824707898,-79.6628652785905,27,880.96
98ed568c-5eba-46aa-a22d-f8bc07b6f0c4,44.3945912703615,-79.7228818448046,173,13566.95
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.41288804,-79.70290207,140,13080.2
9170efc9-6722-4a0c-ab51-1c0c0cce06bb,44.4120616148568,-79.6735872218552,106,7881.57
9170efc9-6722-4a0c-ab51-1c0c0cce06bb,44.4078879875584,-79.6825976136674,111,8800.79
d9134dc3-c009-4854-a90b-ed9ee2c505bf,44.3519166832136,-79.6998783004582,55,4721.04
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.4104385509476,-79.6766249318653,189,15969.01
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.4154951013313,-79.661673178977,318,29094.24
42006b6d-c6b6-43c4-ae1d-a3e0c93f4b76,44.3752933666285,-79.6907090956395,3,130.47
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.4077441538869,-79.6828873787944,183,15388.08
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.3652486716834,-79.6967926652563,174,18791.48
c244e423-dfe4-4d0b-857a-3a15342eb75b,44.3419613048984,-79.6783321212821,70,6195.4
0b207682-7778-4958-a780-fdcbc9e02ba7,44.3772541809204,-79.7335927836286,53,4610.93
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.3405243752225,-79.7134529899534,131,15277.09
3bfee775-ec07-4248-a65d-99a1b290e29e,44.412527085493,-79.6691482835976,87,8010.51
98ed568c-5eba-46aa-a22d-f8bc07b6f0c4,44.3904464114924,-79.6856702648592,12,769.38
e9cf3849-6fce-420e-9e51-84506526dd07,44.3501101046866,-79.701121431656,65,9863.54
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.3518914075761,-79.6290279530521,4,62.89
e9cf3849-6fce-420e-9e51-84506526dd07,44.3681091,-79.69473858,79,11960.06
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.41534493,-79.65353099,26,1823.91
e0f4e937-0dcd-420c-8c21-5559d555a388,44.3602839611088,-79.613135022973,27,2847.51
7c643bdc-a36e-4feb-be5b-28168758ceaf,44.40734596,-79.71163434,93,5112.05
8b413dfb-4f30-4f82-977f-eaa13057a5d3,44.3748511508487,-79.6891814206706,89,15360.83
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.4160845974622,-79.6536403889708,309,28347.85
db3414d7-3d13-4595-8456-beb9157f3f7a,44.4156021676872,-79.7018378091764,31,3798.34
b3c07c3b-f794-479c-84a7-dafa8e48b388,44.3716276796288,-79.6782093525093,27,1725.94
8668f823-571f-4aec-b96a-a1afe5590646,44.3832780988359,-79.6939013390366,49,4377.36
50e981a6-4354-4d9b-9b39-d7a5e68495fc,44.3334253389142,-79.6942027587283,14,1770.79
8668f823-571f-4aec-b96a-a1afe5590646,44.3340600430174,-79.7118000945507,140,15075.35
9170efc9-6722-4a0c-ab51-1c0c0cce06bb,44.414437881884,-79.6692074024584,96,7419.69
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.3905731559112,-79.6813939365609,67,6995.44
8668f823-571f-4aec-b96a-a1afe5590646,44.39018841,-79.69253335,36,3360.46
4f73e307-25ce-435e-a612-8e77f60478ed,44.4076891802549,-79.7120068925365,62,5893.4
7c643bdc-a36e-4feb-be5b-28168758ceaf,44.410025,-79.692545,56,2809.87
db3414d7-3d13-4595-8456-beb9157f3f7a,44.4099086171334,-79.7079261963324,16,2948.49
d6c3ef6a-9b88-4156-b683-2b209ceb83b1,44.4152671914003,-79.6660121518891,14,514.7
6933948c-3207-482d-becf-3eb5710e1c5c,44.3868691881994,-79.6909132542339,22,1607.26
7e250ed0-2659-4a7b-8bad-c91367e9291c,44.3739834466561,-79.7324880188155,2,272.83
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.395050922946,-79.6618497325792,49,5305.66
d9134dc3-c009-4854-a90b-ed9ee2c505bf,44.3501436323013,-79.7013252795532,59,4950.03
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.36649642,-79.66246134,21,3392.45
8b413dfb-4f30-4f82-977f-eaa13057a5d3,44.3404809737492,-79.7265125648089,61,8395.43
7c643bdc-a36e-4feb-be5b-28168758ceaf,44.4122316693397,-79.6726231542663,28,707.11
50e981a6-4354-4d9b-9b39-d7a5e68495fc,44.3741835568618,-79.6889794912449,97,12960.37
a3bf91dc-b99a-4c7d-a477-713a13e7153f,44.396203869355,-79.7334581454669,104,6029.62
e9cf3849-6fce-420e-9e51-84506526dd07,44.4144340269993,-79.6631705582707,194,22098.02
461dc0a9-91bb-42a9-925b-18239a722a4b,44.33954493,-79.71003526,105,14985.96
c244e423-dfe4-4d0b-857a-3a15342eb75b,44.341379957773,-79.680114715674,80,6426.15
afbfa417-e291-4d8c-b786-9bde91c721a0,44.3412739049579,-79.6804693561829,49,6481.13
2540d374-8e20-4296-a37c-9a127daa37bb,44.3342032631757,-79.690164607177,17,1597.07
8b413dfb-4f30-4f82-977f-eaa13057a5d3,44.3704473839945,-79.7089638097886,83,13714.9
bcee9585-8175-4234-908d-b8da423a6202,44.3371112608412,-79.6789684406134,13,607.52
afbfa417-e291-4d8c-b786-9bde91c721a0,44.3410733617506,-79.6802999446842,51,6510.82
461dc0a9-91bb-42a9-925b-18239a722a4b,44.3413410188857,-79.6800683494024,46,6449.68
b3c07c3b-f794-479c-84a7-dafa8e48b388,44.3705387038163,-79.6717625858072,36,2256.2
42006b6d-c6b6-43c4-ae1d-a3e0c93f4b76,44.400760780745,-79.7146127181924,38,4490.31
abee7511-621c-42c0-a026-1b7bf0fffd78,44.4072166590203,-79.6744794426525,3,315.64
3663e74c-e6a9-4f15-94c5-a7c75caa0d7a,44.3390794709772,-79.6804672027946,108,10233.46
0b215ee1-13d8-4256-853f-4cd5708f8694,44.3711453842705,-79.6861348061821,35,5444.83
84d8f74b-d338-4a1b-9b52-2b613f325001,44.4078274147992,-79.6838939044089,37,1813.19
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.33345762,-79.69292148,199,22155.47
bcee9585-8175-4234-908d-b8da423a6202,44.3750076705154,-79.6890719324795,137,15791.99
f6f2521e-ca13-4e6f-b79a-a4c1af02136b,44.329028,-79.712884,241,19866.43
0b207682-7778-4958-a780-fdcbc9e02ba7,44.35219286,-79.71402112,108,9736.79
d6c3ef6a-9b88-4156-b683-2b209ceb83b1,44.3742436075697,-79.6889022002296,111,9921.05
98ed568c-5eba-46aa-a22d-f8bc07b6f0c4,44.3990088978748,-79.6698589384717,30,2658.87
c244e423-dfe4-4d0b-857a-3a15342eb75b,44.3285900994487,-79.7149616646211,125,10042.35
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.3219873465369,-79.7282875429456,92,11640.85
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.403534,-79.706866,96,11324.95
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.3436697658418,-79.6765946201148,227,24428.46
7bcda362-898c-4118-9056-698444ba7e5d,44.4151103212965,-79.6630635614487,97,8964.63
9170efc9-6722-4a0c-ab51-1c0c0cce06bb,44.3906677444417,-79.6928769141604,149,14591.49
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.4082516788464,-79.7123909057431,120,12141.97
bcee9585-8175-4234-908d-b8da423a6202,44.3333620159106,-79.6899998503974,23,1657.14
1b47bde0-4d1d-4794-bfcb-65b91be20ca9,44.3724432509888,-79.7093103541893,41,7161.82
d9134dc3-c009-4854-a90b-ed9ee2c505bf,44.346517,-79.704667,66,5438.66
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.3501436323013,-79.7013252795532,127,13323.39
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.3897493476269,-79.6920601464832,229,22268.44
dfd89112-4c60-4462-821d-6102e5c0ee1a,44.32980473,-79.70927336,194,20793.82
4f73e307-25ce-435e-a612-8e77f60478ed,44.40923713,-79.67933789,122,9535.49
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.3698092840016,-79.6678004261069,24,3954.11
4f73e307-25ce-435e-a612-8e77f60478ed,44.4078708584973,-79.7121946591458,63,5918.49
e0f4e937-0dcd-420c-8c21-5559d555a388,44.3491332526293,-79.6280309476357,10,458.94
f6f2521e-ca13-4e6f-b79a-a4c1af02136b,44.3450143370709,-79.6711084996288,282,24256.04
e9cf3849-6fce-420e-9e51-84506526dd07,44.3254814110011,-79.7291913925297,32,5505.12
5447afc0-6b5d-4291-bc1a-e51cf8e418e4,44.3800629020927,-79.7109662437992,106,12674.64
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.379939479756,-79.6903919630008,209,21024.75
7bcda362-898c-4118-9056-698444ba7e5d,44.3784826069464,-79.690070599895,6,595.94
8668f823-571f-4aec-b96a-a1afe5590646,44.3320544636697,-79.6990939486418,150,17001.39
5447afc0-6b5d-4291-bc1a-e51cf8e418e4,44.34682915,-79.70389522,39,3974.58
c244e423-dfe4-4d0b-857a-3a15342eb75b,44.3330529863322,-79.6958626418244,116,8439.66
afbfa417-e291-4d8c-b786-9bde91c721a0,44.3490801363635,-79.7025228859498,115,16283.63
7bcda362-898c-4118-9056-698444ba7e5d,44.39346245,-79.67096589,55,3930
db3414d7-3d13-4595-8456-beb9157f3f7a,44.41184,-79.689336,36,5309.63
abee7511-621c-42c0-a026-1b7bf0fffd78,44.4014648682411,-79.6861667034383,14,1455.74
d9134dc3-c009-4854-a90b-ed9ee2c505bf,44.3741811548322,-79.688976130766,22,1608.98
0b207682-7778-4958-a780-fdcbc9e02ba7,44.3655379920612,-79.7310638763862,73,6408.01
d9134dc3-c009-4854-a90b-ed9ee2c505bf,44.3486018778626,-79.6273599353649,190,20837.04
8668f823-571f-4aec-b96a-a1afe5590646,44.373773,-79.694588,82,6433.23
3ae649a7-dd18-4022-ae2f-5ef19267777c,44.330531314655,-79.7255708690974,106,13517.47
8b413dfb-4f30-4f82-977f-eaa13057a5d3,44.3738163024311,-79.6938499949973,87,14972.46
e0f4e937-0dcd-420c-8c21-5559d555a388,44.3605729504331,-79.6325912557102,40,4762.01
7c643bdc-a36e-4feb-be5b-28168758ceaf,44.3598667530731,-79.65416301644,225,15362.89
5f078fa5-240f-4aec-891c-957dc258acef,44.4149408190992,-79.665858167279,9,487.27
bcee9585-8175-4234-908d-b8da423a6202,44.3860629873337,-79.6937434286326,158,17226.34
b02a2607-bef0-41ac-b7d5-5debe45ec83c,44.3742136011531,-79.6904054879236,48,6181.68
afbfa417-e291-4d8c-b786-9bde91c721a0,44.3219593298437,-79.7271201348673,78,11589.14
